상품종류,은행,상품명,기본금리( %),"최고금리(우대금리포함,  %)",이자지급방식,가입방법,우대조건,가입제한조건,가입대상,기타유의사항,최고한도,세후이자율,세후이자,이자계산방식
적금,아산저축은행,꿈나무장학적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,아산저축은행,꿈나무장학적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,639",복리
적금,대명상호저축은행,더 드림 정기적금,3.00%,3.00%,자유적립식,,,제한없음,,,,2.54%,-,복리
적금,대명상호저축은행,더 드림 정기적금,3.00%,3.00%,자유적립식,,,제한없음,,,,2.54%,-,단리
적금,스마트저축은행,스마트 아이플러스 정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,대아상호저축은행,정기적금,3.00%,3.00%,자유적립식,,,제한없음,,,,2.54%,-,단리
적금,스마트저축은행,정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,유안타저축은행,정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,대아상호저축은행,정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,대아상호저축은행,정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,639",복리
적금,대아상호저축은행,정기적금,3.00%,3.00%,자유적립식,,,제한없음,,,,2.54%,-,복리
적금,솔브레인저축은행,정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,센트럴저축은행,정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,세람저축은행,정기적금,3.00%,3.00%,자유적립식,,,제한없음,,,,2.54%,-,단리
적금,아산저축은행,정기적금,3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,센트럴저축은행,"정기적금 (인터넷뱅킹,스마트뱅킹,비대면)",3.00%,3.00%,정액적립식,,,제한없음,,,,2.54%,"16,510",단리
적금,애큐온저축은행,직장인우대적금,2.60%,3.00%,정액적립식,,,제한없음,,,,2.20%,"14,300",단리
적금,애큐온저축은행,직장인우대적금,2.60%,3.00%,정액적립식,,,제한없음,,,,2.20%,"14,397",복리
적금,토스뱅크 주식회사,토스뱅크 자유 적금,2.50%,3.00%,자유적립식,,,제한없음,,,,2.12%,-,단리
적금,아이엠뱅크,iM스마트적금,2.50%,2.95%,자유적립식,,,제한없음,,,,2.12%,-,단리
적금,주식회사 카카오뱅크,카카오뱅크 자유적금,2.75%,2.95%,자유적립식,,,제한없음,,,,2.33%,-,단리
적금,전북은행,JB 다이렉트적금(자유적립식),2.80%,2.90%,자유적립식,,,제한없음,,,,2.37%,-,단리
적금,수협은행,Sh월복리자유적금,2.20%,2.90%,자유적립식,,,제한없음,,,,1.86%,-,복리
적금,광주은행,VIP플러스적금,2.40%,2.90%,정액적립식,,,제한없음,,,,2.03%,"13,195",단리
적금,안양저축은행,비대면-정기적금,2.90%,2.90%,정액적립식,,,제한없음,,,,2.45%,"15,925",단리
적금,솔브레인저축은행,자유정기적금,2.90%,2.90%,자유적립식,,,제한없음,,,,2.45%,-,단리
적금,에스앤티저축은행,정기적금,2.90%,2.90%,정액적립식,,,제한없음,,,,2.45%,"15,925",단리
적금,안양저축은행,정기적금,2.90%,2.90%,정액적립식,,,제한없음,,,,2.45%,"15,925",단리
적금,에스앤티저축은행,정기적금(비대면),2.90%,2.90%,정액적립식,,,제한없음,,,,2.45%,"15,925",단리
적금,부산은행,펫 적금,2.00%,2.90%,정액적립식,,,제한없음,,,,1.69%,"10,985",단리
적금,OSB저축은행,프리스타일적금,2.90%,2.90%,자유적립식,,,제한없음,,,,2.45%,-,단리
적금,한화저축은행,e뱅킹정기적금,2.85%,2.85%,자유적립식,,,제한없음,,,,2.41%,-,단리
적금,SBI저축은행,자유적금,2.75%,2.85%,자유적립식,,,제한없음,,,,2.33%,-,복리
적금,대명상호저축은행,정기적금,2.85%,2.85%,자유적립식,,,제한없음,,,,2.41%,-,단리
적금,대명상호저축은행,정기적금,2.85%,2.85%,자유적립식,,,제한없음,,,,2.41%,-,복리
적금,한국투자저축은행,스마트뱅킹 정기적금(자유적립식),2.80%,2.80%,자유적립식,,,제한없음,,,,2.37%,-,단리
적금,한국투자저축은행,인터넷정기적금(자유적립식),2.80%,2.80%,자유적립식,,,제한없음,,,,2.37%,-,단리
적금,한국투자저축은행,정기적금(자유적립식),2.80%,2.80%,자유적립식,,,제한없음,,,,2.37%,-,단리
적금,푸른저축은행,프리스타일 적금,2.80%,2.80%,자유적립식,,,제한없음,,,,2.37%,-,단리
적금,한화저축은행,한화가족사랑정기적금,2.80%,2.80%,자유적립식,,,제한없음,,,,2.37%,-,단리
적금,중소기업은행,IBK모으기통장(자유적립식),2.55%,2.75%,자유적립식,,,제한없음,,,,2.16%,-,단리
적금,대신저축은행,정기적금(자유식),2.75%,2.75%,자유적립식,,,제한없음,,,,2.33%,-,단리
적금,바로저축은행,SB톡톡 정기적금(비대면),2.70%,2.70%,정액적립식,,,제한없음,,,,2.28%,"14,820",단리
적금,광주은행,VIP플러스적금,2.20%,2.70%,자유적립식,,,제한없음,,,,1.86%,-,단리
적금,바로저축은행,스마트정기적금(인터넷),2.70%,2.70%,정액적립식,,,제한없음,,,,2.28%,"14,820",단리
적금,바로저축은행,정기적금(월수),2.70%,2.70%,정액적립식,,,제한없음,,,,2.28%,"14,820",단리
적금,한국스탠다드차타드은행,퍼스트가계적금,2.70%,2.70%,정액적립식,,,제한없음,,,,2.28%,"14,820",단리
적금,OK저축은행,OK e-정기적금,2.60%,2.60%,정액적립식,,,제한없음,,,,2.20%,"14,300",단리
적금,조은저축은행,e-정기적금,2.60%,2.60%,정액적립식,,,제한없음,,,,2.20%,"14,300",단리
적금,우리금융저축은행,e-정기적금,2.60%,2.60%,정액적립식,,,제한없음,,,,2.20%,"14,397",복리
적금,우리금융저축은행,e-정기적금,2.60%,2.60%,정액적립식,,,제한없음,,,,2.20%,"14,300",단리
적금,주식회사 하나은행,내맘적금,2.10%,2.60%,정액적립식,,,제한없음,,,,1.78%,"11,570",단리
적금,부산은행,"저탄소 실천
적금",2.10%,2.60%,자유적립식,,,제한없음,,,,1.78%,-,단리
적금,우리금융저축은행,정기적금,2.50%,2.60%,정액적립식,,,제한없음,,,,2.12%,"13,870",복리
적금,우리금융저축은행,정기적금,2.50%,2.60%,정액적립식,,,제한없음,,,,2.12%,"13,780",단리
적금,조은저축은행,정기적금(서울본점),2.60%,2.60%,정액적립식,,,제한없음,,,,2.20%,"14,300",단리
적금,조은저축은행,정기적금(여수지점),2.60%,2.60%,정액적립식,,,제한없음,,,,2.20%,"14,300",단리
적금,한국스탠다드차타드은행,퍼스트가계적금,2.55%,2.55%,자유적립식,,,제한없음,,,,2.16%,-,단리
적금,OK저축은행,OK정기적금,2.50%,2.50%,정액적립식,,,제한없음,,,,2.12%,"13,780",단리
적금,조흥저축은행,정기적금,2.50%,2.50%,정액적립식,,,제한없음,,,,2.12%,"13,780",단리
적금,조흥저축은행,정기적금,2.50%,2.50%,정액적립식,,,제한없음,,,,2.12%,"13,870",복리
적금,부산은행,"BNK내맘대로 
적금",2.25%,2.45%,자유적립식,,,제한없음,,,,1.90%,-,단리
적금,한국산업은행,KDB 자유적금,2.44%,2.44%,자유적립식,,,제한없음,,,,2.06%,-,단리
적금,우리저축은행,정기적금(월수)(비대면),2.40%,2.40%,정액적립식,,,제한없음,,,,2.03%,"13,195",단리
적금,진주저축은행,정기예금(진주),2.30%,2.30%,정액적립식,,,제한없음,,,,1.95%,"12,751",복리
적금,우리저축은행,정기적금(월수),2.30%,2.30%,정액적립식,,,제한없음,,,,1.95%,"12,675",단리
적금,대백저축은행,한마음정기적금,2.30%,2.30%,정액적립식,,,제한없음,,,,1.95%,"12,675",단리
적금,한국산업은행,KDB 기업정기적금,2.29%,2.29%,정액적립식,,,제한없음,,,,1.94%,"12,610",단리
적금,진주저축은행,정기예금(진주),2.27%,2.27%,정액적립식,,,제한없음,,,,1.92%,"12,480",단리
적금,상상인플러스저축은행,e-정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,상상인플러스저축은행,e-정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,상상인저축은행,뱅뱅뱅 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,상상인저축은행,뱅뱅뱅 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,상상인플러스저축은행,비대면 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,상상인플러스저축은행,비대면 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,상상인저축은행,비대면 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,상상인저축은행,비대면 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,상상인저축은행,정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,상상인저축은행,정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,상상인플러스저축은행,정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,상상인플러스저축은행,정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,애큐온저축은행,정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,JT저축은행,정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,애큐온저축은행,정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,상상인플러스저축은행,크크크 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,159",복리
적금,상상인플러스저축은행,크크크 정기적금,2.20%,2.20%,정액적립식,,,제한없음,,,,1.86%,"12,090",단리
적금,주식회사 하나은행,내맘적금,1.50%,2.00%,자유적립식,,,제한없음,,,,1.27%,-,단리
적금,대한저축은행,정기적금,1.90%,1.90%,자유적립식,,,제한없음,,,,1.61%,-,단리
적금,대한저축은행,정기적금-인터넷,1.90%,1.90%,자유적립식,,,제한없음,,,,1.61%,-,단리
적금,센트럴저축은행,자유 적립예금,1.80%,1.80%,자유적립식,,,제한없음,,,,1.52%,-,복리
적금,키움저축은행,"e-plus 기업정기적금 (인터넷뱅킹,스마트뱅킹)",1.70%,1.70%,정액적립식,,,제한없음,,,,1.44%,"9,360",단리
적금,키움저축은행,기업 정기적금,1.70%,1.70%,정액적립식,,,제한없음,,,,1.44%,"9,360",단리
적금,신한저축은행,e-자유적립적금,1.60%,1.60%,자유적립식,,,제한없음,,,,1.35%,-,단리
적금,머스트삼일저축은행,e-정기적금,1.60%,1.60%,정액적립식,,,제한없음,,,,1.35%,"8,811",복리
적금,머스트삼일저축은행,e-정기적금,1.60%,1.60%,정액적립식,,,제한없음,,,,1.35%,"8,775",단리
적금,신한저축은행,s-자유적립적금,1.60%,1.60%,자유적립식,,,제한없음,,,,1.35%,-,단리
적금,머스트삼일저축은행,비대면정기적금,1.60%,1.60%,정액적립식,,,제한없음,,,,1.35%,"8,775",단리
적금,영진저축은행,자유적립예금,1.60%,1.60%,자유적립식,,,제한없음,,,,1.35%,-,단리
적금,영진저축은행,자유적립예금,1.60%,1.60%,자유적립식,,,제한없음,,,,1.35%,-,복리
적금,머스트삼일저축은행,정기적금,1.60%,1.60%,정액적립식,,,제한없음,,,,1.35%,"8,811",복리
적금,머스트삼일저축은행,정기적금,1.60%,1.60%,정액적립식,,,제한없음,,,,1.35%,"8,775",단리
적금,신한저축은행,자유적립적금,1.50%,1.50%,자유적립식,,,제한없음,,,,1.27%,-,단리
적금,진주저축은행,정기예금(진주),1.30%,1.30%,자유적립식,,,제한없음,,,,1.10%,-,단리
적금,진주저축은행,정기예금(진주),1.30%,1.30%,자유적립식,,,제한없음,,,,1.10%,-,복리
적금,대원저축은행,정기적금,1.20%,1.20%,자유적립식,,,제한없음,,,,1.02%,-,단리
적금,대원저축은행,정기적금,1.00%,1.00%,정액적립식,,,제한없음,,,,0.85%,"5,525",단리
정기예금,청주저축은행,정기예금_본점,3.20%,3.30%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,청주저축은행,정기예금_본점,3.20%,3.30%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,청주저축은행,정기예금_천안지점,3.20%,3.30%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,청주저축은행,정기예금_천안지점,3.20%,3.30%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,청주저축은행,펫팸정기예금_천안지점,3.20%,3.30%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,청주저축은행,펫팸정기예금_천안지점,3.20%,3.30%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,오투저축은행,E-정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,오투저축은행,E-정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,다올저축은행,Fi 리볼빙 정기예금 (비대면),3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,다올저축은행,Fi 리볼빙 정기예금 (비대면),3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,참저축은행,e-정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,참저축은행,e-정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,JT저축은행,e-정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,JT저축은행,e-정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,오투저축은행,비대면 정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,오투저축은행,비대면 정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,JT친애저축은행,비대면 회전식 정기예금(변동금리상품),3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,JT친애저축은행,비대면 회전식 정기예금(변동금리상품),3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,참저축은행,비대면정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,참저축은행,비대면정기예금,3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,에스앤티저축은행,정기예금(비대면),3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,에스앤티저축은행,정기예금(비대면),3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,동양저축은행,"정기예금(비대면,인터넷뱅킹,스마트폰뱅킹)",3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,동양저축은행,"정기예금(비대면,인터넷뱅킹,스마트폰뱅킹)",3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,JT저축은행,회전정기예금_비대면(변동금리상품),3.26%,3.26%,,,,제한없음,,,,2.76%,"276,000",단리
정기예금,JT저축은행,회전정기예금_비대면(변동금리상품),3.26%,3.26%,,,,제한없음,,,,2.76%,"279,954",복리
정기예금,바로저축은행,SB톡톡 정기예금(비대면),3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,바로저축은행,SB톡톡 정기예금(비대면),3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,스마트저축은행,e-로운 정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,스마트저축은행,e-로운 정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,스마트저축은행,e-정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,스마트저축은행,e-정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,한성저축은행,e-정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,한성저축은행,e-정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,한성저축은행,m-정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,한성저축은행,m-정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,BNK저축은행,삼삼한정기예금(회전정기예금)(1년단위 변동금리),3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,BNK저축은행,삼삼한정기예금(회전정기예금)(1년단위 변동금리),3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,바로저축은행,스마트정기예금(인터넷),3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,바로저축은행,스마트정기예금(인터넷),3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,OSB저축은행,인터넷정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,OSB저축은행,인터넷정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,JT저축은행,정기예금,3.15%,3.25%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,JT저축은행,정기예금,3.15%,3.25%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,스마트저축은행,정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,스마트저축은행,정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,한성저축은행,정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,한성저축은행,정기예금,3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,DH저축은행,정기예금(비대면),3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,DH저축은행,정기예금(비대면),3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,BNK저축은행,"정기예금(비대면,인터넷,모바일)",3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,BNK저축은행,"정기예금(비대면,인터넷,모바일)",3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,더블저축은행,"정기예금(인터넷뱅킹,스마트뱅킹)",3.25%,3.25%,,,,제한없음,,,,2.75%,"279,083",복리
정기예금,더블저축은행,"정기예금(인터넷뱅킹,스마트뱅킹)",3.25%,3.25%,,,,제한없음,,,,2.75%,"275,000",단리
정기예금,오투저축은행,정기예금,3.23%,3.23%,,,,제한없음,,,,2.73%,"277,340",복리
정기예금,오투저축은행,정기예금,3.23%,3.23%,,,,제한없음,,,,2.73%,"273,000",단리
정기예금,대한저축은행,정기예금(인터넷뱅킹),3.23%,3.23%,,,,제한없음,,,,2.73%,"273,000",단리
정기예금,대한저축은행,정기예금(인터넷뱅킹),3.23%,3.23%,,,,제한없음,,,,2.73%,"277,340",복리
정기예금,다올저축은행,Fi 정기예금 (비대면),3.21%,3.21%,,,,제한없음,,,,2.72%,"272,000",단리
정기예금,다올저축은행,Fi 정기예금 (비대면),3.21%,3.21%,,,,제한없음,,,,2.72%,"275,597",복리
정기예금,HB저축은행,e-정기예금,3.21%,3.21%,,,,제한없음,,,,2.72%,"275,597",복리
정기예금,HB저축은행,e-정기예금,3.21%,3.21%,,,,제한없음,,,,2.72%,"272,000",단리
정기예금,HB저축은행,스마트정기예금,3.21%,3.21%,,,,제한없음,,,,2.72%,"272,000",단리
정기예금,HB저축은행,스마트정기예금,3.21%,3.21%,,,,제한없음,,,,2.72%,"275,597",복리
정기예금,동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",3.21%,3.21%,,,,제한없음,,,,2.72%,"272,000",단리
정기예금,동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",3.21%,3.21%,,,,제한없음,,,,2.72%,"275,597",복리
정기예금,동원제일저축은행,회전정기예금(양산지점)(변동금리),3.21%,3.21%,,,,제한없음,,,,2.72%,"272,000",단리
정기예금,동원제일저축은행,회전정기예금(양산지점)(변동금리),3.21%,3.21%,,,,제한없음,,,,2.72%,"275,597",복리
정기예금,청주저축은행,E-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,청주저축은행,E-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,흥국저축은행,E-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,흥국저축은행,E-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,흥국저축은행,S-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,흥국저축은행,S-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,상상인저축은행,뱅뱅뱅 회전정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,상상인저축은행,뱅뱅뱅 회전정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,흥국저축은행,비대면 정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,흥국저축은행,비대면 정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,상상인저축은행,비대면 회전정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,상상인저축은행,비대면 회전정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,드림저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,드림저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,흥국저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,영진저축은행,정기예금,3.10%,3.20%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,영진저축은행,정기예금,3.10%,3.20%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,인천저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,인천저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,흥국저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,OSB저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,OSB저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,참저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,참저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,바로저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,바로저축은행,정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,민국저축은행,정기예금,3.10%,3.20%,,,,제한없음,,,,2.62%,"266,019",복리
정기예금,민국저축은행,정기예금,3.10%,3.20%,,,,제한없음,,,,2.62%,"262,000",단리
정기예금,동원제일저축은행,"정기예금 (본점,해운대지점)",3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,동원제일저축은행,"정기예금 (본점,해운대지점)",3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,동원제일저축은행,정기예금 (양산지점),3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,동원제일저축은행,정기예금 (양산지점),3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,조흥저축은행,정기예금(거제),3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,조흥저축은행,정기예금(거제),3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,조은저축은행,정기예금(서울본점),3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,조은저축은행,정기예금(서울본점),3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,CK저축은행,"정기예금(인터넷,모바일,비대면)",3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,CK저축은행,"정기예금(인터넷,모바일,비대면)",3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,조흥저축은행,정기예금(통영),3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,조흥저축은행,정기예금(통영),3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,상상인저축은행,회전E-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,상상인저축은행,회전E-정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,인천저축은행,회전정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"274,726",복리
정기예금,인천저축은행,회전정기예금,3.20%,3.20%,,,,제한없음,,,,2.71%,"271,000",단리
정기예금,영진저축은행,SB톡톡-정기예금,3.18%,3.18%,,,,제한없음,,,,2.69%,"269,000",단리
정기예금,영진저축은행,SB톡톡-정기예금,3.18%,3.18%,,,,제한없음,,,,2.69%,"272,984",복리
정기예금,영진저축은행,e-정기예금,3.18%,3.18%,,,,제한없음,,,,2.69%,"269,000",단리
정기예금,영진저축은행,e-정기예금,3.18%,3.18%,,,,제한없음,,,,2.69%,"272,984",복리
정기예금,영진저축은행,m-정기예금,3.18%,3.18%,,,,제한없음,,,,2.69%,"269,000",단리
정기예금,영진저축은행,m-정기예금,3.18%,3.18%,,,,제한없음,,,,2.69%,"272,984",복리
정기예금,JT친애저축은행,비대면 정기예금,3.16%,3.16%,,,,제한없음,,,,2.67%,"271,242",복리
정기예금,JT친애저축은행,비대면 정기예금,3.16%,3.16%,,,,제한없음,,,,2.67%,"267,000",단리
정기예금,에스앤티저축은행,정기예금,3.16%,3.16%,,,,제한없음,,,,2.67%,"271,242",복리
정기예금,에스앤티저축은행,정기예금,3.16%,3.16%,,,,제한없음,,,,2.67%,"267,000",단리
정기예금,JT친애저축은행,회전식 정기예금(변동금리상품),3.16%,3.16%,,,,제한없음,,,,2.67%,"267,000",단리
정기예금,JT친애저축은행,회전식 정기예금(변동금리상품),3.16%,3.16%,,,,제한없음,,,,2.67%,"271,242",복리
정기예금,페퍼저축은행,AI페퍼스배구사랑 회전정기예금 (1년단위 변동금리상품) (광주 및 전주지점 창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,페퍼저축은행,AI페퍼스배구사랑 회전정기예금 (1년단위 변동금리상품) (광주 및 전주지점 창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,고려저축은행,GPS회전정기예금(비대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,고려저축은행,GPS회전정기예금(비대면),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,안국저축은행,e-정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,안국저축은행,e-정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,예가람저축은행,e-회전정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
정기예금,예가람저축은행,e-회전정기예금,3.15%,3.15%,,,,제한없음,,,,2.66%,"266,000",단리
정기예금,페퍼저축은행,부천사랑 회전정기예금 (1년단위 변동금리상품) (부천지점 창구전용),3.15%,3.15%,,,,제한없음,,,,2.66%,"270,371",복리
