상품종류,은행,상품명,기본금리( %),"최고금리(우대금리포함,  %)",이자지급방식,가입방법,우대조건,가입제한조건,가입대상,기타유의사항,최고한도,세후이자율,세후이자,이자계산방식
정기예금,신한저축은행,e-정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"220,000",단리
정기예금,신한저축은행,s-정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"222,600",복리
정기예금,신한저축은행,s-정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"220,000",단리
정기예금,부산은행,더(The) 특판 정기예금,1.90%,2.60%,,,,제한없음,,,,1.61%,"161,000",단리
정기예금,대원저축은행,정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"220,000",단리
정기예금,신한저축은행,정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"222,600",복리
정기예금,신한저축은행,정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"220,000",단리
정기예금,한화저축은행,한화가족사랑정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"220,000",단리
정기예금,한화저축은행,한화가족사랑정기예금,2.60%,2.60%,,,,제한없음,,,,2.20%,"222,600",복리
정기예금,아이엠뱅크,iM함께예금,2.13%,2.58%,,,,제한없음,,,,1.80%,"180,000",단리
정기예금,광주은행,굿스타트예금,2.08%,2.58%,,,,제한없음,,,,1.76%,"176,000",단리
정기예금,경남은행,BNK더조은정기예금,2.05%,2.55%,,,,제한없음,,,,1.73%,"173,000",단리
정기예금,전북은행,"JB 다이렉트예금통장
(만기일시지급식)",2.55%,2.55%,,,,제한없음,,,,2.16%,"216,000",단리
정기예금,농협은행주식회사,NH내가Green초록세상예금,2.15%,2.55%,,,,제한없음,,,,1.82%,"182,000",단리
정기예금,농협은행주식회사,NH올원e예금,2.55%,2.55%,,,,제한없음,,,,2.16%,"216,000",단리
정기예금,농협은행주식회사,NH왈츠회전예금 II,2.45%,2.55%,,,,제한없음,,,,2.07%,"207,000",단리
정기예금,부산은행,더(The) 레벨업 정기예금,2.35%,2.55%,,,,제한없음,,,,1.99%,"199,000",단리
정기예금,제주은행,"스마일드림 
정기예금
(개인/선이자
지급식)",1.90%,2.55%,,,,제한없음,,,,1.61%,"161,000",단리
정기예금,IBK저축은행,참기특한정기예금,2.55%,2.55%,,,,제한없음,,,,2.16%,"216,000",단리
정기예금,IBK저축은행,참기특한정기예금,2.55%,2.55%,,,,제한없음,,,,2.16%,"218,269",복리
정기예금,IBK저축은행,참기특한정기예금(비대면),2.55%,2.55%,,,,제한없음,,,,2.16%,"216,000",단리
정기예금,IBK저축은행,참기특한정기예금(비대면),2.55%,2.55%,,,,제한없음,,,,2.16%,"218,269",복리
정기예금,주식회사 카카오뱅크,카카오뱅크 정기예금,2.55%,2.55%,,,,제한없음,,,,2.16%,"216,000",단리
정기예금,주식회사 케이뱅크,코드K 정기예금,2.55%,2.55%,,,,제한없음,,,,2.16%,"216,000",단리
정기예금,전북은행,"JB 123 정기예금
 (만기일시지급식)",2.50%,2.50%,,,,제한없음,,,,2.12%,"212,000",단리
정기예금,KB저축은행,KB e-plus 정기예금,2.50%,2.50%,,,,제한없음,,,,2.12%,"213,940",복리
정기예금,KB저축은행,KB e-plus 정기예금,2.50%,2.50%,,,,제한없음,,,,2.12%,"212,000",단리
정기예금,한국산업은행,KDB 정기예금,2.50%,2.50%,,,,제한없음,,,,2.12%,"212,000",단리
정기예금,수협은행,"Sh평생주거래우대예금
(만기일시지급식)",2.10%,2.50%,,,,제한없음,,,,1.78%,"178,000",단리
정기예금,우리은행,WON플러스예금,2.50%,2.50%,,,,제한없음,,,,2.12%,"212,000",단리
정기예금,조은저축은행,e-정기예금,2.50%,2.50%,,,,제한없음,,,,2.12%,"212,000",단리
정기예금,조은저축은행,e-정기예금,2.50%,2.50%,,,,제한없음,,,,2.12%,"213,940",복리
정기예금,KB저축은행,정기예금,2.40%,2.50%,,,,제한없음,,,,2.03%,"203,000",단리
정기예금,KB저축은행,정기예금,2.40%,2.50%,,,,제한없음,,,,2.03%,"205,288",복리
정기예금,아이엠뱅크,iM스마트예금,2.23%,2.48%,,,,제한없음,,,,1.89%,"189,000",단리
정기예금,광주은행,미즈월복리정기예금,2.28%,2.48%,,,,제한없음,,,,1.93%,"194,917",복리
정기예금,중소기업은행,IBK평생한가족통장(실세금리정기예금),2.25%,2.45%,,,,제한없음,,,,1.90%,"190,000",단리
정기예금,국민은행,KB Star 정기예금,2.15%,2.45%,,,,제한없음,,,,1.82%,"182,000",단리
정기예금,광주은행,The플러스예금,2.45%,2.45%,,,,제한없음,,,,2.07%,"207,000",단리
정기예금,신한은행,쏠편한 정기예금,2.05%,2.45%,,,,제한없음,,,,1.73%,"173,000",단리
정기예금,주식회사 하나은행,하나의정기예금,2.05%,2.45%,,,,제한없음,,,,1.73%,"173,000",단리
정기예금,부산은행,LIVE정기예금,1.95%,2.40%,,,,제한없음,,,,1.65%,"165,000",단리
정기예금,제주은행,"제주Dream
정기예금
(개인/만기
지급식)",2.30%,2.40%,,,,제한없음,,,,1.95%,"195,000",단리
정기예금,광주은행,스마트모아Dream정기예금,2.18%,2.38%,,,,제한없음,,,,1.84%,"184,000",단리
정기예금,중소기업은행,IBK굴리기통장(정기예금),2.27%,2.27%,,,,제한없음,,,,1.92%,"192,000",단리
정기예금,중소기업은행,IBK더굴리기통장(실세금리정기예금),2.27%,2.27%,,,,제한없음,,,,1.92%,"192,000",단리
정기예금,상상인플러스저축은행,중도해지 괜찮아 369정기예금(E),2.21%,2.21%,,,,제한없음,,,,1.87%,"188,871",복리
정기예금,상상인플러스저축은행,중도해지 괜찮아 369정기예금(비대면),2.21%,2.21%,,,,제한없음,,,,1.87%,"188,871",복리
정기예금,상상인플러스저축은행,크크크 파킹통장 369정기예금,2.21%,2.21%,,,,제한없음,,,,1.87%,"188,871",복리
정기예금,상상인플러스저축은행,중도해지 괜찮아 369정기예금,2.11%,2.11%,,,,제한없음,,,,1.79%,"180,242",복리
정기예금,상상인저축은행,파킹통장 369 정기예금,2.11%,2.11%,,,,제한없음,,,,1.79%,"180,242",복리
정기예금,조은저축은행,정기예금(여수지점),2.00%,2.00%,,,,제한없음,,,,1.69%,"169,000",단리
정기예금,조은저축은행,정기예금(여수지점),2.00%,2.00%,,,,제한없음,,,,1.69%,"170,760",복리
정기예금,머스트삼일저축은행,자유적립예금,1.60%,1.60%,,,,제한없음,,,,1.35%,"135,000",단리
